labels,words
Reihe,"Unterprogramm, Maschinenprogramm, Hauptprogramm, Stapelprogramm, Dialogprogramm, Systemprogramm, Dienstprogramm, Binärprogramm, Anwenderprogramm, Programm, Quelloffene-software, Open-source-software, Individualsoftware, Anwendungssoftware, Software, Quelltext, Jit-compiler, Precompiler, Java-compiler, Compiler, System, Hilfetext, Programmtext, N{\text, Text, Programm-quellcode, Quellcode, Texteditor, Zeit, Phase, Bereich, Fehler, Neuentwicklung, Entwicklung, Version, Befehlsfolge, Folge, Programmstelle, Stelle, Debugger, Vorgang, Software-lebenszyklus, Produktlebenszyklus, Speicherverbrauch, Ressourcenverbrauch"
Liste,"Unterprogramm, Maschinenprogramm, Hauptprogramm, Stapelprogramm, Dialogprogramm, Systemprogramm, Dienstprogramm, Binärprogramm, Anwenderprogramm, Programm, Quelloffene-software, Open-source-software, Individualsoftware, Anwendungssoftware, Software, Quelltext, Jit-compiler, Precompiler, Java-compiler, Compiler, System, Hilfetext, Programmtext, N{\text, Text, Programm-quellcode, Quellcode, Texteditor, Zeit, Phase, Bereich, Fehler, Neuentwicklung, Entwicklung, Version, Befehlsfolge, Folge, Programmstelle, Stelle, Debugger, Vorgang, Software-lebenszyklus, Produktlebenszyklus, Speicherverbrauch, Ressourcenverbrauch"
Stoff,"Programm, Sql-anweisung, Originalanweisung, Quellcodeanweisung, Ausgabeanweisung, Ablaufanweisung, Schleifenkontrollanweisung, Anweisung, Maschinenbefehl, Aufrufbefehl, Prozessorbefehl, Vergleichsbefehl, Befehl, Rechner, Text, Rechnerumgebung, Hardwareumgebung, Programmierumgebung, Umgebung, Zeit, Management, Foreach-schleife, Schleife, Programmteil, Teil, Befehlsfolge, Folge, Problemlösung, Lösung, Stelle, Funktionsblock, Anweisungsblock, Lizenzvereinbarung, Vereinbarung, Dateiendung, Endung, Online-verbindung, Verbindung, Verarbeitungsvorschrift, Vorschrift, Operation, Adresse, Richtlinie"
Ablauf,"Sql-anweisung, Originalanweisung, Quellcodeanweisung, Ausgabeanweisung, Ablaufanweisung, Schleifenkontrollanweisung, Anweisung, Befehl, System, Plattform, Compilezeit, Einarbeitungszeit, Zeit, Compilezeit-phase, Projektphase, Phase, Bereich, Newton-verfahren, Iterationsverfahren, Verfahren, Syntaxfehler, Fehler, Oberflächenform, Form, Schritt, Neuentwicklung, Entwicklung, Programmpaket, Paket, Problemlösung, Lösung, Programmierstil, Einrückungsstil, Übersetzungsvorgang, Vorgang, Programmstruktur, Datumenstruktur, Variante, Vorschrift, Ausführungszeitraum, Zeitraum, Software-lebenszyklus, Produktlebenszyklus"
Aussehen,"Zwischencode, Maschinencode, Zielcode, Html-code, Bytecode, Code, Sql-anweisung, Originalanweisung, Quellcodeanweisung, Ausgabeanweisung, Ablaufanweisung, Schleifenkontrollanweisung, Anweisung, Befehl, Quelltext, Anwendungssystem, Rechnersystem, Zielsystem, System, Text, Rechnerumgebung, Hardwareumgebung, Programmierumgebung, Umgebung, Quellcode, Compilezeit-phase, Projektphase, Phase, Server-bereich, Desktop-bereich, Bereich, Arbeit, Computer, Rechenschritt, Schritt, Paket, Auszeichnungssprache, Sprache, Programmstruktur, Datumenstruktur, Vorschrift, Art"
Zusammensetzung,"Zwischencode, Maschinencode, Zielcode, Html-code, Bytecode, Code, Sql-anweisung, Originalanweisung, Quellcodeanweisung, Ausgabeanweisung, Ablaufanweisung, Schleifenkontrollanweisung, Anweisung, Befehl, Quelltext, Anwendungssystem, Rechnersystem, Zielsystem, System, Text, Rechnerumgebung, Hardwareumgebung, Programmierumgebung, Umgebung, Quellcode, Compilezeit-phase, Projektphase, Phase, Server-bereich, Desktop-bereich, Bereich, Arbeit, Computer, Rechenschritt, Schritt, Paket, Auszeichnungssprache, Sprache, Programmstruktur, Datumenstruktur, Vorschrift, Art"
Tun,"Funktion, Ggt-algorithmus, Algorithmus, Entwicklungsmethode, Iterationsmethode, Methode, Workflow-management, Veränderungsmanagement, Management, Anforderungsanalyse, Performanzanalyse, Analyse, Teamarbeit, Programmierarbeit, Arbeit, Newton-verfahren, Iterationsverfahren, Verfahren, Schritt, Unix-anwendung, Anwendung, Neuentwicklung, Entwicklung, Problem, Entwicklertest, Test, Bauziel, Ziel, Quelltextformatierung, Formatierung, Langzeitverhalten, Verhalten, Prinzip, Verarbeitungsvorschrift, Vorschrift, Rechenoperation, Operation, Urheberrechtsrichtlinie, Richtlinie"
Beziehung,"Anweisung, Betriebssystemfunktion, Programmfunktion, Fehlfunktion, Sinusfunktion, Funktion, Rechner, System, Methode, Workflow-management, Veränderungsmanagement, Management, Bereich, Foreach-schleife, Schleife, Teamarbeit, Programmierarbeit, Arbeit, Verfahren, Form, Ausführung, Neuentwicklung, Entwicklung, Sprache, Problem, Ziel, Funktionsblock, Anweisungsblock, Programmstruktur, Datumenstruktur, Stellung, Lizenzvereinbarung, Vereinbarung, Online-verbindung, Verbindung, Operation, Fehlerart, Art"
Organisation,"Zwischencode, Maschinencode, Zielcode, Html-code, Bytecode, Code, Rechner, Quelltext, Anwendungssystem, Rechnersystem, Zielsystem, System, Hilfetext, Programmtext, N{\text, Text, Programm-quellcode, Quellcode, Methode, Workflow-management, Veränderungsmanagement, Management, Schleife, Verfahren, Microcomputer, Computer, Form, Ausführung, Auszeichnungssprache, Sprache, Stelle, Stellung, Vereinbarung, Online-verbindung, Verbindung, Assemblersprache, Fehlerart, Art"
Handlung,"Betriebssystemfunktion, Programmfunktion, Fehlfunktion, Sinusfunktion, Funktion, Ggt-algorithmus, Algorithmus, Workflow-management, Veränderungsmanagement, Management, Anforderungsanalyse, Performanzanalyse, Analyse, Schleife, Teamarbeit, Programmierarbeit, Arbeit, Rechenschritt, Schritt, Unix-anwendung, Anwendung, Neuentwicklung, Entwicklung, Berechnung, Anwendungsproblem, Problem, Entwicklertest, Test, Bauziel, Ziel, Quelltextformatierung, Formatierung, Schutz, Rechenoperation, Operation, Setzen, Übersetzen"
Anordnung,"Code, Sql-anweisung, Originalanweisung, Quellcodeanweisung, Ausgabeanweisung, Ablaufanweisung, Schleifenkontrollanweisung, Anweisung, Maschinenbefehl, Aufrufbefehl, Prozessorbefehl, Vergleichsbefehl, Befehl, Anwendungssystem, Rechnersystem, Zielsystem, System, Umgebung, Phase, Server-bereich, Desktop-bereich, Bereich, Schritt, Programmpaket, Paket, Sprache, Programmstruktur, Datumenstruktur, Editor, Verarbeitungsvorschrift, Vorschrift, Endanwendersicht, Sicht, Urheberrechtsrichtlinie, Richtlinie"
Sammlung,"Sql-anweisung, Originalanweisung, Quellcodeanweisung, Ausgabeanweisung, Ablaufanweisung, Schleifenkontrollanweisung, Anweisung, Befehl, System, Plattform, Bereich, Newton-verfahren, Iterationsverfahren, Verfahren, Syntaxfehler, Fehler, Oberflächenform, Form, Schritt, Neuentwicklung, Entwicklung, Programmpaket, Paket, Problemlösung, Lösung, Programmierstil, Einrückungsstil, Übersetzungsvorgang, Vorgang, Programmstruktur, Datumenstruktur, Editor, Variante, Vorschrift"
Schrift,"Code, Rechner, Quelltext, Anwendungssystem, Rechnersystem, Zielsystem, System, Hilfetext, Programmtext, N{\text, Text, Umgebung, Programm-quellcode, Quellcode, Phase, Server-bereich, Desktop-bereich, Bereich, Syntaxfehler, Fehler, Schritt, Anwendung, Programmdatei, Datei, Sprache, Dateiversion, Version, Programmstelle, Stelle, Software-dokument, Entwurfsdokument, Quelltextdaten, Eingabedaten, Art"
Verhalten,"Funktion, Ggt-algorithmus, Algorithmus, Workflow-management, Veränderungsmanagement, Management, Anforderungsanalyse, Performanzanalyse, Analyse, Teamarbeit, Programmierarbeit, Arbeit, Schritt, Unix-anwendung, Anwendung, Neuentwicklung, Entwicklung, Problem, Entwicklertest, Test, Bauziel, Ziel, Quelltextformatierung, Formatierung, Langzeitverhalten, Annuitätsprinzip, Prinzip, Verarbeitungsvorschrift, Vorschrift, Rechenoperation, Operation, Urheberrechtsrichtlinie, Richtlinie"
Abteilung,"Quelltext, System, Text, Plattform, Entwicklungsmethode, Iterationsmethode, Methode, Workflow-management, Veränderungsmanagement, Management, Bereich, Newton-verfahren, Iterationsverfahren, Verfahren, Fehler, Oberflächenform, Form, Unabhängigkeit, Programmausführung, Ausführung, Entwicklung, Auszeichnungssprache, Sprache, Programmstelle, Stelle, Programmstruktur, Datumenstruktur, Aufgabenstellung, Stellung, Variante, Fehlerart, Art"
Mittel,"Arbeitsplatzrechner, Edvac-rechner, Edsac-rechner, Großrechner, Rechner, Quelltext, Hilfetext, Programmtext, N{\text, Text, Übertragungsaufwand, Anpassungsaufwand, Entwicklungsaufwand, Aufwand, Quellcode, Plattform, Endgerät, Programmiergerät, Gerät, Teamarbeit, Programmierarbeit, Arbeit, Microcomputer, Computer, Entwicklung, Auszeichnungssprache, Sprache, Stelle, Werkzeug, Stellung, Adresse, Assemblersprache"
Tätigkeit,"Betriebssystemfunktion, Programmfunktion, Fehlfunktion, Sinusfunktion, Funktion, Workflow-management, Veränderungsmanagement, Management, Schleife, Teamarbeit, Programmierarbeit, Arbeit, Newton-verfahren, Iterationsverfahren, Verfahren, Syntaxfehler, Fehler, Neuentwicklung, Entwicklung, Programmstelle, Stelle, Anwendungsproblem, Problem, Methodenimplementierung, Implementierung, Bauziel, Ziel, Schutz, Rechenoperation, Operation, Setzen, Übersetzen"
Zeichen,"Quelltext, System, Hilfetext, Programmtext, N{\text, Text, Programm-quellcode, Quellcode, Bereich, Arbeit, Syntaxfehler, Fehler, Programmdatei, Datei, Auszeichnungssprache, Sprache, Version, Programmstelle, Stelle, Qualitätskriterium, Kriterium, Softwarequalität, Qualität, Software-dokument, Entwurfsdokument, Quelltextdaten, Eingabedaten, Rechenoperation, Operation, Hilfsvariable, Zeigervariable, Assemblersprache"
Gefüge,"Zwischencode, Maschinencode, Zielcode, Html-code, Bytecode, Code, Rechner, Quelltext, Anwendungssystem, Rechnersystem, Zielsystem, System, Hilfetext, Programmtext, N{\text, Text, Programm-quellcode, Quellcode, Methode, Verfahren, Microcomputer, Computer, Form, Ausführung, Auszeichnungssprache, Sprache, Stelle, Stellung, Assemblersprache, Fehlerart, Art"
Objekt,"Programm, Arbeitsplatzrechner, Edvac-rechner, Edsac-rechner, Großrechner, Rechner, Text, Zeit, Endgerät, Programmiergerät, Gerät, Workflow-management, Veränderungsmanagement, Management, Arbeit, Microcomputer, Computer, Fehler, Programmteil, Teil, Befehlsfolge, Folge, Programmstelle, Stelle, Bauziel, Ziel, Funktionsblock, Anweisungsblock, Werkzeug, Operation, Adresse"
Aktion,"Anweisung, Funktion, Workflow-management, Veränderungsmanagement, Management, Teamarbeit, Programmierarbeit, Arbeit, Newton-verfahren, Iterationsverfahren, Verfahren, Fehler, Form, Neuentwicklung, Entwicklung, Paket, Quadratwurzelberechnung, Berechnung, Lösung, Programmstelle, Stelle, Problem, Methodenimplementierung, Implementierung, Bauziel, Ziel, Übersetzungsvorgang, Vorgang, Editor, Rechenoperation, Operation"
Schema,"Zwischencode, Maschinencode, Zielcode, Html-code, Bytecode, Code, Rechner, Quelltext, Anwendungssystem, Rechnersystem, Zielsystem, System, Hilfetext, Programmtext, N{\text, Text, Programm-quellcode, Quellcode, Methode, Verfahren, Microcomputer, Computer, Form, Ausführung, Auszeichnungssprache, Sprache, Stelle, Stellung, Assemblersprache, Fehlerart, Art"
Code,"Programm, Zwischencode, Maschinencode, Zielcode, Html-code, Bytecode, Sql-anweisung, Originalanweisung, Quellcodeanweisung, Ausgabeanweisung, Ablaufanweisung, Schleifenkontrollanweisung, Anweisung, Befehl, Text, Umgebung, Programm-quellcode, Quellcode, Syntaxfehler, Fehler, Programmteil, Teil, Befehlsfolge, Folge, Programmstelle, Stelle, Endung, Vorschrift, Hilfsvariable, Zeigervariable"
Sprache,"Code, Rechner, Quelltext, Anwendungssystem, Rechnersystem, Zielsystem, System, Hilfetext, Programmtext, N{\text, Text, Umgebung, Programm-quellcode, Quellcode, Phase, Server-bereich, Desktop-bereich, Bereich, Syntaxfehler, Fehler, Schritt, Anwendung, Auszeichnungssprache, Dateiversion, Version, Programmstelle, Stelle, Assemblersprache, Art"
Bereich,"Funktion, Rechnerumgebung, Hardwareumgebung, Programmierumgebung, Umgebung, Cross-plattform, Zielplattform, Plattform, Compilezeit-phase, Projektphase, Phase, Server-bereich, Desktop-bereich, Teamarbeit, Programmierarbeit, Arbeit, Rechenschritt, Schritt, Neuentwicklung, Entwicklung, Stelle, Problem, Aufgabenstellung, Stellung, Operation, Speicheradresse, Adresse, Speicherverbrauch, Ressourcenverbrauch"
Abschnitt,"Methode, Compilezeit, Einarbeitungszeit, Zeit, Compilezeit-phase, Projektphase, Phase, Workflow-management, Veränderungsmanagement, Management, Newton-verfahren, Iterationsverfahren, Verfahren, Syntaxfehler, Fehler, Form, Ausführung, Sprache, Programmstelle, Stelle, Übersetzungsvorgang, Vorgang, Stellung, Ausführungszeitraum, Zeitraum, Software-lebenszyklus, Produktlebenszyklus, Fehlerart, Art"
Ort,"Betriebssystemfunktion, Programmfunktion, Fehlfunktion, Sinusfunktion, Funktion, Cross-plattform, Zielplattform, Plattform, Schleife, Teamarbeit, Programmierarbeit, Arbeit, Fehler, Neuentwicklung, Entwicklung, Programmstelle, Stelle, Anwendungsproblem, Problem, Ziel, Schutz, Aufgabenstellung, Stellung, Rechenoperation, Operation, Speicheradresse, Adresse, Setzen, Übersetzen"
Überlieferung,"Code, Rechner, Quelltext, Anwendungssystem, Rechnersystem, Zielsystem, System, Hilfetext, Programmtext, N{\text, Text, Umgebung, Programm-quellcode, Quellcode, Phase, Server-bereich, Desktop-bereich, Bereich, Syntaxfehler, Fehler, Schritt, Anwendung, Sprache, Dateiversion, Version, Programmstelle, Stelle, Art"
Entwurf,"Quelltext, System, Text, Plattform, Entwicklungsmethode, Iterationsmethode, Methode, Bereich, Newton-verfahren, Iterationsverfahren, Verfahren, Oberflächenform, Form, Unabhängigkeit, Programmausführung, Ausführung, Entwicklung, Auszeichnungssprache, Sprache, Version, Programmstruktur, Datumenstruktur, Aufgabenstellung, Stellung, Untervariante, Variante, Fehlerart, Art"
Maßeinheit,"Quelltext, System, Text, Plattform, Entwicklungsmethode, Iterationsmethode, Methode, Bereich, Newton-verfahren, Iterationsverfahren, Verfahren, Oberflächenform, Form, Rechenschritt, Schritt, Unabhängigkeit, Programmausführung, Ausführung, Entwicklung, Auszeichnungssprache, Sprache, Programmstruktur, Datumenstruktur, Aufgabenstellung, Stellung, Variante, Fehlerart, Art"
Einteilung,"Unterprogramm, Maschinenprogramm, Hauptprogramm, Stapelprogramm, Dialogprogramm, Systemprogramm, Dienstprogramm, Binärprogramm, Anwenderprogramm, Programm, Software, Quelltext, Compiler, Hilfetext, Programmtext, N{\text, Text, Quellcode, Texteditor, Rechenschritt, Schritt, Entwicklung, Befehlsfolge, Folge, Stelle, Debugger, Software-lebenszyklus, Produktlebenszyklus"
Werkzeug,"Funktion, Arbeitsplatzrechner, Edvac-rechner, Edsac-rechner, Großrechner, Rechner, Cross-plattform, Zielplattform, Plattform, Endgerät, Programmiergerät, Gerät, Teamarbeit, Programmierarbeit, Arbeit, Microcomputer, Computer, Neuentwicklung, Entwicklung, Stelle, Problem, Aufgabenstellung, Stellung, Operation, Speicheradresse, Adresse"
Material,"Sql-anweisung, Originalanweisung, Quellcodeanweisung, Ausgabeanweisung, Ablaufanweisung, Schleifenkontrollanweisung, Anweisung, Befehl, Umgebung, Schleife, Patch, Programmteil, Teil, Programmpaket, Paket, Folge, Problemlösung, Lösung, Software-dokument, Entwurfsdokument, Vereinbarung, Endung, Online-verbindung, Verbindung, Vorschrift"
Prozess,"Anweisung, Compilezeit, Einarbeitungszeit, Zeit, Compilezeit-phase, Projektphase, Phase, Newton-verfahren, Iterationsverfahren, Verfahren, Fehler, Form, Neuentwicklung, Entwicklung, Paket, Lösung, Übersetzungsvorgang, Vorgang, Ausführungszeitraum, Zeitraum, Software-lebenszyklus, Produktlebenszyklus, Speicherverbrauch, Ressourcenverbrauch"
Planung,"Zwischencode, Maschinencode, Zielcode, Html-code, Bytecode, Code, Quelltext, Anwendungssystem, Rechnersystem, Zielsystem, System, Text, Quellcode, Workflow-management, Veränderungsmanagement, Management, Computer, Auszeichnungssprache, Sprache, Quadratwurzelberechnung, Berechnung, Online-verbindung, Verbindung, Art"
Verhältnis,"Betriebssystemfunktion, Programmfunktion, Fehlfunktion, Sinusfunktion, Funktion, Workflow-management, Veränderungsmanagement, Management, Schleife, Teamarbeit, Programmierarbeit, Arbeit, Neuentwicklung, Entwicklung, Anwendungsproblem, Problem, Schutz, Vereinbarung, Online-verbindung, Verbindung, Rechenoperation, Operation, Art"
Informatik,"Quelltext, Hilfetext, Programmtext, N{\text, Text, Quellcode, Fehler, Datei, Auszeichnungssprache, Sprache, Programmstelle, Stelle, Programmcode, Qualitätskriterium, Kriterium, Softwarequalität, Qualität, Quelltextdaten, Eingabedaten, Operation, Hilfsvariable, Zeigervariable, Assemblersprache"
Software,"Unterprogramm, Maschinenprogramm, Hauptprogramm, Stapelprogramm, Dialogprogramm, Systemprogramm, Dienstprogramm, Binärprogramm, Anwenderprogramm, Programm, Quelloffene-software, Open-source-software, Individualsoftware, Anwendungssoftware, Jit-compiler, Precompiler, Java-compiler, Compiler, Texteditor, Problemlösung, Lösung, Debugger"
Vermögen,"Quelltext, System, Hilfetext, Programmtext, N{\text, Text, Erstellungsmöglichkeit, Klassifizierungsmöglichkeit, Verwechslungsmöglichkeit, Möglichkeit, Programm-quellcode, Quellcode, Bereich, Fehler, Auszeichnungssprache, Sprache, Version, Programmstelle, Stelle, Endanwendersicht, Sicht, Assemblersprache"
Programm,"Unterprogramm, Maschinenprogramm, Hauptprogramm, Stapelprogramm, Dialogprogramm, Systemprogramm, Dienstprogramm, Binärprogramm, Anwenderprogramm, Quelloffene-software, Open-source-software, Individualsoftware, Anwendungssoftware, Software, Jit-compiler, Precompiler, Java-compiler, Compiler, Texteditor, Problemlösung, Lösung, Debugger"
Form,"System, Cross-plattform, Zielplattform, Plattform, Bereich, Foreach-schleife, Schleife, Oberflächenform, Unix-anwendung, Anwendung, Dateiversion, Version, Quelltextformatierung, Formatierung, Kompilieren, Konfigurieren, Untervariante, Variante, Speicheradresse, Adresse, Prozessortyp, Cpu-typ"
Aufgabengebiet,"Rechnerumgebung, Hardwareumgebung, Programmierumgebung, Umgebung, Plattform, Compilezeit-phase, Projektphase, Phase, Server-bereich, Desktop-bereich, Bereich, Teamarbeit, Programmierarbeit, Arbeit, Rechenschritt, Schritt, Entwicklung, Stellung, Adresse, Speicherverbrauch, Ressourcenverbrauch"
Konstrukt,"Betriebssystemfunktion, Programmfunktion, Fehlfunktion, Sinusfunktion, Funktion, Gerät, Management, Foreach-schleife, Schleife, Syntaxfehler, Fehler, Teil, Programmstelle, Stelle, Bauziel, Ziel, Programmierdokumentation, Dokumentation, Werkzeug, Hilfsvariable, Zeigervariable"
Gebiet,"Rechnerumgebung, Hardwareumgebung, Programmierumgebung, Umgebung, Plattform, Compilezeit-phase, Projektphase, Phase, Server-bereich, Desktop-bereich, Bereich, Teamarbeit, Programmierarbeit, Arbeit, Rechenschritt, Schritt, Entwicklung, Stellung, Adresse, Speicherverbrauch, Ressourcenverbrauch"
Erklärung,"Sql-anweisung, Originalanweisung, Quellcodeanweisung, Ausgabeanweisung, Ablaufanweisung, Schleifenkontrollanweisung, Anweisung, Maschinenbefehl, Aufrufbefehl, Prozessorbefehl, Vergleichsbefehl, Befehl, Programmausführung, Ausführung, Version, Untervariante, Variante, Verarbeitungsvorschrift, Vorschrift, Urheberrechtsrichtlinie, Richtlinie"
Zeit,"Anweisung, Compilezeit, Einarbeitungszeit, Compilezeit-phase, Projektphase, Phase, Newton-verfahren, Iterationsverfahren, Verfahren, Fehler, Form, Entwicklung, Paket, Lösung, Übersetzungsvorgang, Vorgang, Ausführungszeitraum, Zeitraum, Software-lebenszyklus, Produktlebenszyklus"
Programme,"Unterprogramme, Quellprogramme, Java-programme, Binärprogramme, Compilezeit, Einarbeitungszeit, Zeit, Compilezeit-phase, Projektphase, Phase, Verfahren, Neuentwicklung, Entwicklung, Übersetzungsvorgang, Vorgang, Zeitraum, Software-lebenszyklus, Produktlebenszyklus, Speicherverbrauch, Ressourcenverbrauch"
Funktion,"Betriebssystemfunktion, Programmfunktion, Fehlfunktion, Sinusfunktion, Rechner, Endgerät, Programmiergerät, Gerät, Workflow-management, Veränderungsmanagement, Management, Computer, Programmteil, Teil, Folge, Stelle, Bauziel, Ziel, Werkzeug"
Variante,"Code, Rechner, Anwendungssystem, Rechnersystem, Zielsystem, System, Umgebung, Phase, Server-bereich, Desktop-bereich, Bereich, Schritt, Unix-anwendung, Anwendung, Sprache, Dateiversion, Version, Untervariante, Art"
Energie,"Betriebssystemfunktion, Programmfunktion, Fehlfunktion, Sinusfunktion, Funktion, Übertragungsaufwand, Anpassungsaufwand, Entwicklungsaufwand, Aufwand, Teamarbeit, Programmierarbeit, Arbeit, Neuentwicklung, Entwicklung, Anwendungsproblem, Problem, Schutz, Rechenoperation, Operation"
Vereinbarung,"Methode, Verfahren, Syntaxfehler, Fehler, Form, Rechenschritt, Schritt, Ausführung, Sprache, Programmstelle, Stelle, Aufgabenstellung, Stellung, Lizenzvereinbarung, Speicheradresse, Adresse, Fehlerart, Art"
Gestalt,"Cross-plattform, Zielplattform, Plattform, Foreach-schleife, Schleife, Oberflächenform, Form, Unix-anwendung, Anwendung, Version, Quelltextformatierung, Formatierung, Untervariante, Variante, Speicheradresse, Adresse, Prozessortyp, Cpu-typ"
Person,"Arbeitsplatzrechner, Edvac-rechner, Edsac-rechner, Großrechner, Rechner, Rechnerumgebung, Hardwareumgebung, Programmierumgebung, Umgebung, Editor, Obfuscator, Iterator, Rechenoperation, Operation, Hilfsvariable, Zeigervariable, Prozessortyp, Cpu-typ"
Bedeutungen,"Cross-plattform, Zielplattform, Plattform, Foreach-schleife, Schleife, Oberflächenform, Form, Unix-anwendung, Anwendung, Version, Quelltextformatierung, Formatierung, Untervariante, Variante, Speicheradresse, Adresse, Prozessortyp, Cpu-typ"
Endzustand,"Cross-plattform, Zielplattform, Plattform, Foreach-schleife, Schleife, Oberflächenform, Form, Unix-anwendung, Anwendung, Version, Quelltextformatierung, Formatierung, Untervariante, Variante, Speicheradresse, Adresse, Prozessortyp, Cpu-typ"
Anforderungen,"Cross-plattform, Zielplattform, Plattform, Foreach-schleife, Schleife, Oberflächenform, Form, Unix-anwendung, Anwendung, Version, Quelltextformatierung, Formatierung, Untervariante, Variante, Speicheradresse, Adresse, Prozessortyp, Cpu-typ"
Arbeit,"Betriebssystemfunktion, Programmfunktion, Fehlfunktion, Sinusfunktion, Funktion, Teamarbeit, Programmierarbeit, Neuentwicklung, Entwicklung, Berechnung, Anwendungsproblem, Problem, Ziel, Urheberschutz, Schutz, Rechenoperation, Operation"
Sprachfamilie,"Quelltext, System, Hilfetext, Programmtext, N{\text, Text, Programm-quellcode, Quellcode, Bereich, Fehler, Auszeichnungssprache, Sprache, Version, Programmstelle, Stelle, Assemblersprache"
Sprechweise,"Zwischencode, Maschinencode, Zielcode, Html-code, Bytecode, Code, Anweisung, Programm-quellcode, Quellcode, Fehler, Teil, Folge, Programmstelle, Stelle, Hilfsvariable, Zeigervariable"
Kommunikationsmittel,"Quelltext, System, Hilfetext, Programmtext, N{\text, Text, Programm-quellcode, Quellcode, Bereich, Fehler, Auszeichnungssprache, Sprache, Version, Programmstelle, Stelle, Assemblersprache"
Bestimmung,"Sql-anweisung, Originalanweisung, Quellcodeanweisung, Ausgabeanweisung, Ablaufanweisung, Schleifenkontrollanweisung, Anweisung, Maschinenbefehl, Aufrufbefehl, Prozessorbefehl, Vergleichsbefehl, Befehl, Verarbeitungsvorschrift, Vorschrift, Urheberrechtsrichtlinie, Richtlinie"
Varietät,"Quelltext, System, Hilfetext, Programmtext, N{\text, Text, Programm-quellcode, Quellcode, Bereich, Fehler, Auszeichnungssprache, Sprache, Version, Programmstelle, Stelle, Assemblersprache"
Aufgabe,"Betriebssystemfunktion, Programmfunktion, Fehlfunktion, Sinusfunktion, Funktion, Gerät, Management, Teil, Anwendungsproblem, Problem, Bauziel, Ziel, Urheberschutz, Schutz, Werkzeug"
Anstrengung,"Betriebssystemfunktion, Programmfunktion, Fehlfunktion, Sinusfunktion, Funktion, Teamarbeit, Programmierarbeit, Arbeit, Neuentwicklung, Entwicklung, Anwendungsproblem, Problem, Schutz, Rechenoperation, Operation"
Kleidung,"Programm, Text, Zeit, Management, Foreach-schleife, Schleife, Programmteil, Teil, Befehlsfolge, Folge, Stelle, Funktionsblock, Anweisungsblock, Operation, Adresse"
Anweisung,"Sql-anweisung, Originalanweisung, Quellcodeanweisung, Ausgabeanweisung, Ablaufanweisung, Schleifenkontrollanweisung, Maschinenbefehl, Aufrufbefehl, Prozessorbefehl, Vergleichsbefehl, Befehl, Verarbeitungsvorschrift, Vorschrift, Urheberrechtsrichtlinie, Richtlinie"
Position,"Foreach-schleife, Schleife, Syntaxfehler, Fehler, Programmstelle, Stelle, Bauziel, Ziel, Aufgabenstellung, Stellung, Speicheradresse, Adresse, Setzen, Übersetzen"
Verbindung,"Arbeitsplatzrechner, Edvac-rechner, Edsac-rechner, Großrechner, Rechner, Foreach-schleife, Schleife, Schritt, Stelle, Funktionsblock, Anweisungsblock, Lizenzvereinbarung, Vereinbarung, Online-verbindung"
Handeln,"Entwicklungsmethode, Iterationsmethode, Methode, Newton-verfahren, Iterationsverfahren, Verfahren, Syntaxfehler, Fehler, Entwicklung, Berechnung, Programmstelle, Stelle, Rechenoperation, Operation"
Moment,"Compilezeit, Einarbeitungszeit, Zeit, Compilezeit-phase, Projektphase, Phase, Verfahren, Übersetzungsvorgang, Vorgang, Ausführungszeitraum, Zeitraum, Software-lebenszyklus, Produktlebenszyklus"
Gegenwart,"Compilezeit, Einarbeitungszeit, Zeit, Compilezeit-phase, Projektphase, Phase, Verfahren, Übersetzungsvorgang, Vorgang, Ausführungszeitraum, Zeitraum, Software-lebenszyklus, Produktlebenszyklus"
Raumzeit,"Compilezeit, Einarbeitungszeit, Zeit, Compilezeit-phase, Projektphase, Phase, Verfahren, Übersetzungsvorgang, Vorgang, Ausführungszeitraum, Zeitraum, Software-lebenszyklus, Produktlebenszyklus"
Wert,"Teamarbeit, Programmierarbeit, Arbeit, Syntaxfehler, Fehler, Entwicklung, Berechnung, Programmstelle, Stelle, Softwarequalität, Qualität, Rechenoperation, Operation"
Teilmenge,"Rechnerumgebung, Hardwareumgebung, Programmierumgebung, Umgebung, Compilezeit-phase, Projektphase, Phase, Server-bereich, Desktop-bereich, Bereich, Arbeit, Rechenschritt, Schritt"
Beschreibung,"Code, Anwendungssystem, Rechnersystem, Zielsystem, System, Management, Rechenschritt, Schritt, Sprache, Quadratwurzelberechnung, Berechnung, Verbindung"
Anstellung,"Schleife, Syntaxfehler, Fehler, Programmstelle, Stelle, Ziel, Aufgabenstellung, Stellung, Speicheradresse, Adresse, Setzen, Übersetzen"
Wortgruppen,"Betriebssystemfunktion, Programmfunktion, Fehlfunktion, Sinusfunktion, Funktion, Gerät, Management, Teil, Bauziel, Ziel, Werkzeug"
Kode,"Betriebssystemfunktion, Programmfunktion, Fehlfunktion, Sinusfunktion, Funktion, Gerät, Management, Teil, Bauziel, Ziel, Werkzeug"
Einsatz,"Funktion, Teamarbeit, Programmierarbeit, Arbeit, Neuentwicklung, Entwicklung, Quadratwurzelberechnung, Berechnung, Problem, Rechenoperation, Operation"
Aufwand,"Funktion, Übertragungsaufwand, Anpassungsaufwand, Entwicklungsaufwand, Teamarbeit, Programmierarbeit, Arbeit, Neuentwicklung, Entwicklung, Problem, Operation"
