labels,words,scores
Verhalten,"Staat, Klasse, Zweck, Bundesreisekostengesetz, Einkommensteuergesetz, Arbeitsgesetz, Mitfahren, Abgefahren, Fahren, Arbeitsleistung, Regelleistung, Leistung, Musterschule, Schule, Sicherheitsregel, Regel, Dienst, Pflicht, Erziehungsarbeit, Arbeit, Einzelbeschreibung, Beschreibung, Kennenlernen, Lernen, Verein, Einsatzorganisation, Organisation, Flug, Trampertreffen, Treffen, Teil, Transportmittel, Ziel, Unternehmen, Information, Studie, Erledigung, Dienststelle, Unterweisung, Durchführung, Richtung, Verbreitung, Verbrechen",0.6904039709813635
Raumzeit,"Wagenklasse, Beförderungsklasse, Klasse, Zweck, Form, Vorphase, Anfangphase, Hochphase, Schule, Regelarbeitszeit, Arbeitszeit, Austauschjahr, Jahr, Wegzeit, Zeit, Arbeitsort, Ort, Arbeit, Ausgabe, Aufenthalt, Roman, Organisation, Dienstgang, Unterrichtsgang, Betrieb, Reiseart, Art, Landschulwoche, Woche, Gastfamilie, Familie, Teil, Transportmittel, Wohnung, Tag, Schiff, Jahrhundert, Mensch, Arbeitsstätte, Monat, Erholung, Frau, Geschichte, Soldat, August, Beginn, Erledigung, Bestimmung, Gruppe, Mitnahme",0.6898971310453703
Objekt,"Fahrtzweck, Erziehungszweck, Zweck, Programm, Schule, Zeit, Arbeitsort, Ort, Reiseführer, Arbeit, Betriebsausgabe, Ausgabe, Aufenthalt, Schulbus, Reiseverkehrsmittel, Verkehrsmittel, Schulbusschild, Schild, Science-fiction-roman, Roman, Organisation, Grund, Betrieb, Familie, Inselsberg, Berg, Auto, Teil, Transportmittel, Ziel, Autofahrer, Privatwirtschaft, Eisenbahn, Schiff, Arbeitsstätte, Monat, Schweiz, Band, Kraftfahrzeug, August, Thema, Richter, Bestandteil, Bestimmung, Bahn, Fahrer, Stelle, Fahrzeug",0.6888170941332701
Platz,"Staat, Wagenklasse, Beförderungsklasse, Klasse, Arbeitsleistung, Regelleistung, Leistung, Musterschule, Schule, Außendienst, Dienst, Arbeitsort, Ort, Pflicht, Erziehungsarbeit, Arbeit, Lernen, Strandaufenthalt, Aufenthalt, Schild, Verein, Einsatzorganisation, Organisation, Dienstgang, Unterrichtsgang, Unterhaltungsbetrieb, Betrieb, Art, Familie, Dienstreise, Teil, Transportmittel, Wohnung, Schiff, Reiseziel, Mensch, Arbeitsstätte, Information, Erledigung, Dienststelle, Bestimmung, Richtung, Übernachtung, Stelle",0.6871194522132495
Plural,"Staat, Wagenklasse, Beförderungsklasse, Klasse, Arbeitsleistung, Regelleistung, Leistung, Musterschule, Schule, Außendienst, Dienst, Arbeitsort, Ort, Pflicht, Erziehungsarbeit, Arbeit, Lernen, Strandaufenthalt, Aufenthalt, Schild, Verein, Einsatzorganisation, Organisation, Dienstgang, Unterrichtsgang, Unterhaltungsbetrieb, Betrieb, Art, Familie, Dienstreise, Teil, Transportmittel, Wohnung, Schiff, Reiseziel, Mensch, Arbeitsstätte, Information, Erledigung, Dienststelle, Bestimmung, Richtung, Übernachtung, Stelle",0.6871194522132495
Ortgang,"Staat, Wagenklasse, Beförderungsklasse, Klasse, Arbeitsleistung, Regelleistung, Leistung, Musterschule, Schule, Außendienst, Dienst, Arbeitsort, Ort, Pflicht, Erziehungsarbeit, Arbeit, Lernen, Strandaufenthalt, Aufenthalt, Schild, Verein, Einsatzorganisation, Organisation, Dienstgang, Unterrichtsgang, Unterhaltungsbetrieb, Betrieb, Art, Familie, Dienstreise, Teil, Transportmittel, Wohnung, Schiff, Reiseziel, Mensch, Arbeitsstätte, Information, Erledigung, Dienststelle, Bestimmung, Richtung, Übernachtung, Stelle",0.6871194522132495
Modell,"Fahrt, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Bundesreisekostengesetz, Einkommensteuergesetz, Arbeitsgesetz, Reiseform, Wiki-form, Form, Schule, Dienst, Sicherheit, Tätigkeit, Schild, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Grund, Arbeitsanweisung, Dienstanweisung, Vorschuss, Reiseart, Art, Gastfamilie, Familie, Teil, Wohnung, Privatwirtschaft, Regelung, Schiff, Mensch, Schweiz, Verb, Information, Geschichte, Soldat, Gesellschaft, Welt, Bestandteil, Bezug, Bahn, Gruppe, Verbreitung, Verbrechen",0.686642283453354
Geld,"Taggeld, Nächtigungsgeld, Kilometergeld, Trennungsgeld, Nielsen, Passen",0.6843229532241909
Tätigkeit,"Fahrt, Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Arbeitsleistung, Regelleistung, Leistung, Außendienst, Dienst, Ort, Dienstgeschäft, Haustürgeschäft, Arbeitspflicht, Pflicht, Auswärtstätigkeit, Erziehungsarbeit, Arbeit, Betriebsausgabe, Ausgabe, Kennenlernen, Lernen, Science-fiction-roman, Roman, Mediumeninteresse, Interesse, Dienstgang, Unterrichtsgang, Tramper-bewegung, Hippie-bewegung, Treffen, Reisegrund, Grund, Unterhaltungsbetrieb, Betrieb, Beurteilung, Art, Familie, Berg, Dienstreise, Land, Deutschland, Arbeitgeber, Teil, Ziel, Regelung, Eisenbahn, Mensch, Unternehmen, Österreich, Schweiz, Abenteuer, Erledigung, Unterweisung, Durchführung, Bahn, Richtung, Stelle, Verbreitung",0.6839531334127913
Ablauf,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Klasse, Reiseform, Wiki-form, Form, Arbeitsleistung, Regelleistung, Leistung, Vorphase, Anfangphase, Hochphase, Schüler, Regelarbeitszeit, Arbeitszeit, Austauschjahr, Jahr, Außendienst, Dienst, Wegzeit, Zeit, Reiseführer, Auswärtstätigkeit, Tätigkeit, Arbeit, Betriebsausgabe, Ausgabe, Roman, Interesse, Dienstgang, Unterrichtsgang, Unterhaltungsbetrieb, Betrieb, Arbeitsanweisung, Dienstanweisung, Lehrkraft, Landschulwoche, Woche, Begriff, Berg, Bürger, Tramp, Dienstreise, Anhalter, Literatur, Regelung, Tag, Jahrhundert, Mensch, Unternehmen, Monat, Erholung, Band, Frau, Geschichte, Soldat, August, Welt, Richter, Beginn, Erledigung, Bestimmung, Durchführung, Bahn, Kraftfahrer, Mitnahme, Autor, Vorschuss",0.6828393713661344
Zeit,"Form, Leistung, Vorphase, Anfangphase, Hochphase, Regelarbeitszeit, Arbeitszeit, Austauschjahr, Jahr, Dienst, Wegzeit, Tätigkeit, Betriebsausgabe, Ausgabe, Dienstgang, Unterrichtsgang, Unterhaltungsbetrieb, Betrieb, Landschulwoche, Woche, Literatur, Regelung, Tag, Jahrhundert, Mensch, Monat, Erholung, Frau, Geschichte, August, Beginn, Erledigung, Bestimmung, Mitnahme",0.6815767806512304
Moment,"Vorphase, Anfangphase, Hochphase, Regelarbeitszeit, Arbeitszeit, Austauschjahr, Jahr, Wegzeit, Zeit, Ausgabe, Dienstgang, Unterrichtsgang, Betrieb, Landschulwoche, Woche, Tag, Jahrhundert, Mensch, Monat, Erholung, Geschichte, August, Beginn, Erledigung, Bestimmung, Mitnahme",0.6803333462874854
Gegenwart,"Vorphase, Anfangphase, Hochphase, Regelarbeitszeit, Arbeitszeit, Austauschjahr, Jahr, Wegzeit, Zeit, Ausgabe, Dienstgang, Unterrichtsgang, Betrieb, Landschulwoche, Woche, Tag, Jahrhundert, Mensch, Monat, Erholung, Geschichte, August, Beginn, Erledigung, Bestimmung, Mitnahme",0.6803333462874854
Beschreibung,"Außendienst, Dienst, Einzelbeschreibung, Schulverein, Verein, Einsatzorganisation, Organisation, Verbindung, Familie, Wohlfahrtsverband, Caritasverband, Dienstreise",0.6741799116134644
Mensch,"Wagenklasse, Beförderungsklasse, Klasse, Bundesreisekostengesetz, Einkommensteuergesetz, Arbeitsgesetz, Gastschüler, Schüler, Dienstgeschäft, Haustürgeschäft, Weltreiseführer, Reiseführer, Betriebsausgabe, Ausgabe, Lehrkraft, Art, Familie, Ewr-bürger, Bürger, Tramp, Arbeitgeber, Anhalter, Autofahrer, Eisenbahn, Unternehmen, Band, Frau, Abenteuer, Soldat, Richter, Bahn, Kraftfahrer, Autor",0.6737350346315805
Mittel,"Taggeld, Nächtigungsgeld, Kilometergeld, Trennungsgeld, Geld, Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Fahrtkosten, Übernachtungskosten, Werbungskosten, Kosten, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Leistung, Personenverkehrsaufwand, Zeitaufwand, Aufwand, Schulprogramm, Fahrtenprogramm, Programm, Schule, Dienst, Arbeitsort, Ort, Erziehungsarbeit, Arbeit, Strandaufenthalt, Aufenthalt, Reiseverkehrsmittel, Verkehrsmittel, Schulbusschild, Schild, Organisation, Nielsen, Passen, Unterhaltungsbetrieb, Betrieb, Land, Reisekosten, Deutschland, Auto, Transportmittel, Wohnung, Eisenbahn, Schiff, Reiseziel, Arbeitsstätte, Österreich, Schweiz, Erledigung, Bestimmung, Bahn, Richtung, Übernachtung",0.6734214043221194
Konzept,"Fahrt, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Schulprogramm, Fahrtenprogramm, Programm, Schule, Außendienst, Dienst, Sicherheit, Tätigkeit, Schild, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Hochkulturschema, Trivialschema, Grund, Arbeitsanweisung, Dienstanweisung, Vorschuss, Reiseart, Art, Gastfamilie, Familie, Dienstreise, Teil, Wohnung, Privatwirtschaft, Regelung, Schiff, Mensch, Schweiz, Verb, Information, Geschichte, Soldat, Gesellschaft, Welt, Bestandteil, Bezug, Bahn, Gruppe, Verbreitung, Verbrechen",0.672531933798095
Großeltern,"Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Sicherheit, Tätigkeit, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Hippie-generation, Generation, Reiseart, Art, Gastfamilie, Familie, Regelung, Mensch, Verb, Information, Geschichte, Verbreitung, Verbrechen",0.6716471823007151
Person,"Wagenklasse, Beförderungsklasse, Klasse, Zweck, Bundesreisekostengesetz, Einkommensteuergesetz, Arbeitsgesetz, Form, Leistung, Gastschüler, Schüler, Dienstgeschäft, Haustürgeschäft, Weltreiseführer, Reiseführer, Arbeit, Betriebsausgabe, Ausgabe, Lernen, Roman, Treffen, Lehrkraft, Reiseart, Art, Gastfamilie, Familie, Ewr-bürger, Bürger, Tramp, Arbeitgeber, Anhalter, Teil, Autofahrer, Eisenbahn, Unternehmen, Abenteuer, Soldat, Richter, Unterweisung, Bahn, Gruppe, Kraftfahrer, Verbreitung, Autor",0.6701586798315412
Durchführung,"Leistung, Dienstgeschäft, Haustürgeschäft, Arbeit, Lernen, Treffen, Inselsberg, Berg, Arbeitgeber, Regelung, Eisenbahn, Unternehmen, Abenteuer, Unterweisung, Bahn, Verbreitung",0.6699883746371638
Aufwand,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Fahrtkosten, Übernachtungskosten, Werbungskosten, Kosten, Klasse, Arbeitsleistung, Regelleistung, Leistung, Personenverkehrsaufwand, Zeitaufwand, Pflicht, Erziehungsarbeit, Arbeit, Lernen, Land, Reisekosten, Deutschland, Europa, Kontinent, Österreich, Schweiz, Asien, Erledigung, Bahn",0.6684679119745157
Staaten,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Land, Deutschland, Europa, Kontinent, Österreich, Schweiz, Asien, Bahn",0.6671732384147067
Bekleidung,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Land, Deutschland, Europa, Kontinent, Österreich, Schweiz, Asien, Bahn",0.6671732384147067
Wort,"Zweck, Programm, Ort, Dienstgeschäft, Haustürgeschäft, Reiseführer, Betriebsausgabe, Ausgabe, Schulbusschild, Schild, Arbeitsanweisung, Dienstanweisung, Art, Gastfamilie, Familie, Schülersammelliste, Schülerliste, Deutschland, Teil, Privatwirtschaft, Schiff, Schweiz, Verb, Welt, Richter, Bundesland, Bestandteil, Bahn, Stelle",0.6659957295251914
Bereich,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Wagenklasse, Beförderungsklasse, Klasse, Zweck, Form, Arbeitsleistung, Regelleistung, Leistung, Vorphase, Anfangphase, Hochphase, Musterschule, Schule, Außendienst, Dienst, Arbeitsort, Ort, Pflicht, Erziehungsarbeit, Arbeit, Lernen, Strandaufenthalt, Aufenthalt, Schulbusschild, Schild, Roman, Verein, Einsatzorganisation, Organisation, Dienstgang, Unterrichtsgang, Reisegrund, Grund, Unterhaltungsbetrieb, Betrieb, Reiseart, Art, Gastfamilie, Familie, Inselsberg, Berg, Dienstreise, Land, Deutschland, Teil, Transportmittel, Wohnung, Europa, Schiff, Kontinent, Reiseziel, Jahrhundert, Mensch, Arbeitsstätte, Österreich, Schweiz, Information, Frau, Geschichte, Soldat, Asien, Erledigung, Dienststelle, Bestimmung, Bahn, Richtung, Gruppe, Übernachtung, Stelle",0.6626295725014103
juristische,"Leistung, Dienstgeschäft, Haustürgeschäft, Arbeit, Lernen, Treffen, Arbeitgeber, Eisenbahn, Unternehmen, Abenteuer, Unterweisung, Bahn, Verbreitung",0.6614224719337883
Rechtsform,"Leistung, Dienstgeschäft, Haustürgeschäft, Arbeit, Lernen, Treffen, Arbeitgeber, Eisenbahn, Unternehmen, Abenteuer, Unterweisung, Bahn, Verbreitung",0.6614224719337883
Verein,"Fahrtzweck, Erziehungszweck, Zweck, Schulverein, Dienstgang, Unterrichtsgang, Straßenverbindung, Verbindung, Land, Deutschland, Europa, Kontinent, Mensch, Österreich, Frau, Asien, Welt, Weblink",0.6613503598461226
Vorstellung,"Ausgabe, Schulbusschild, Schild, Hochkulturschema, Trivialschema, Reisegrund, Grund, Rechtsbegriff, Begriff, Zahl, Kraftfahrzeug, Welt, Bahn, Gruppe, Milliarde, Million, Stelle",0.6611524518010095
Anzahl,"Fahrt, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Musterschule, Schule, Außendienst, Dienst, Sicherheit, Ort, Tätigkeit, Betriebsausgabe, Ausgabe, Schild, Roman, Schulverein, Verein, Dienstgang, Unterrichtsgang, Verbindung, Reisegrund, Grund, Gefährdungsbeurteilung, Beurteilung, Vorschuss, Reiseart, Art, Gastfamilie, Familie, Dienstreise, Teil, Wohnung, Bedeutung, Privatwirtschaft, Regelung, Eisenbahn, Schiff, Zahl, Mensch, Unternehmen, Schweiz, Band, Verb, Information, Abenteuer, Soldat, Gesellschaft, Bestandteil, Bezug, Bahn, Gruppe, Milliarde, Million, Stelle, Verbreitung, Verbrechen",0.6605799147787571
Gewinn,"Arbeitsleistung, Regelleistung, Leistung, Schule, Dienstgeschäft, Haustürgeschäft, Erziehungsarbeit, Arbeit, Beschreibung, Kennenlernen, Lernen, Organisation, Trampertreffen, Treffen, Transportmittel, Ziel, Information, Studie, Erledigung, Unterweisung, Durchführung, Richtung, Verbreitung, Verbrechen",0.6593682344128615
Ausscheidung,"Arbeitsleistung, Regelleistung, Leistung, Schule, Dienstgeschäft, Haustürgeschäft, Erziehungsarbeit, Arbeit, Beschreibung, Kennenlernen, Lernen, Organisation, Trampertreffen, Treffen, Transportmittel, Ziel, Information, Studie, Erledigung, Unterweisung, Durchführung, Richtung, Verbreitung, Verbrechen",0.6593682344128615
Angelegenheit,"Arbeitsleistung, Regelleistung, Leistung, Schule, Dienstgeschäft, Haustürgeschäft, Erziehungsarbeit, Arbeit, Beschreibung, Kennenlernen, Lernen, Organisation, Trampertreffen, Treffen, Transportmittel, Ziel, Information, Studie, Erledigung, Unterweisung, Durchführung, Richtung, Verbreitung, Verbrechen",0.6593682344128615
Teileinheit,"Fahrt, Staat, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Musterschule, Schule, Jahr, Außendienst, Dienst, Sicherheit, Zeit, Ort, Tätigkeit, Roman, Schulverein, Verein, Dienstgang, Unterrichtsgang, Verbindung, Trampertreffen, Treffen, Grund, Vorschuss, Reiseart, Art, Woche, Rechtsbegriff, Begriff, Gastfamilie, Familie, Wohlfahrtsverband, Caritasverband, Dienstreise, Teil, Wohnung, Bedeutung, Regelung, Eisenbahn, Rahmen, Schiff, Mensch, Unternehmen, Monat, Verb, Information, Abenteuer, Soldat, Gesellschaft, Bezug, Bahn, Gruppe, Verbreitung, Verbrechen",0.6575566965920749
Gebiet,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Wagenklasse, Beförderungsklasse, Klasse, Zweck, Form, Leistung, Vorphase, Anfangphase, Hochphase, Schule, Dienst, Arbeitsort, Ort, Erziehungsarbeit, Arbeit, Strandaufenthalt, Aufenthalt, Schulbusschild, Schild, Roman, Organisation, Dienstgang, Unterrichtsgang, Reisegrund, Grund, Unterhaltungsbetrieb, Betrieb, Reiseart, Art, Gastfamilie, Familie, Inselsberg, Berg, Land, Deutschland, Teil, Transportmittel, Wohnung, Bedeutung, Europa, Schiff, Kontinent, Reiseziel, Mensch, Arbeitsstätte, Österreich, Schweiz, Band, Frau, Geschichte, Soldat, Asien, Erledigung, Bestimmung, Bahn, Richtung, Gruppe, Übernachtung",0.6560983445716226
Zusammenspiel,"Außendienst, Dienst, Schulverein, Verein, Einsatzorganisation, Organisation, Straßenverbindung, Verbindung, Art, Gastfamilie, Familie, Wohlfahrtsverband, Caritasverband, Dienstreise",0.6560109837369604
Planung,"Außendienst, Dienst, Schulverein, Verein, Einsatzorganisation, Organisation, Straßenverbindung, Verbindung, Art, Gastfamilie, Familie, Wohlfahrtsverband, Caritasverband, Dienstreise",0.6560109837369604
Einheit,"Fahrt, Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Leistung, Musterschule, Schule, Regelarbeitszeit, Arbeitszeit, Austauschjahr, Jahr, Außendienst, Dienst, Sicherheit, Wegzeit, Zeit, Arbeitsort, Ort, Weltreiseführer, Reiseführer, Tätigkeit, Erziehungsarbeit, Arbeit, Strandaufenthalt, Aufenthalt, Science-fiction-roman, Roman, Verein, Organisation, Dienstgang, Unterrichtsgang, Hochkulturschema, Trivialschema, Reisegrund, Grund, Unterhaltungsbetrieb, Betrieb, Vorschuss, Reiseart, Art, Landschulwoche, Woche, Rechtsbegriff, Begriff, Gastfamilie, Familie, Dienstreise, Land, Deutschland, Transportmittel, Wohnung, Bedeutung, Regelung, Tag, Rahmen, Schiff, Reiseziel, Jahrhundert, Mensch, Arbeitsstätte, Unternehmen, Monat, Österreich, Schweiz, Verb, Information, Geschichte, Gesellschaft, August, Richter, Beginn, Erledigung, Bestimmung, Bezug, Richtung, Gruppe, Übernachtung, Verbreitung, Verbrechen",0.652437913494192
Lebewesen,"Wagenklasse, Beförderungsklasse, Klasse, Bundesreisekostengesetz, Einkommensteuergesetz, Arbeitsgesetz, Gastschüler, Schüler, Dienstgeschäft, Haustürgeschäft, Weltreiseführer, Reiseführer, Betriebsausgabe, Ausgabe, Hippie-generation, Generation, Lehrkraft, Art, Familie, Ewr-bürger, Bürger, Tramp, Arbeitgeber, Anhalter, Autofahrer, Eisenbahn, Unternehmen, Abenteuer, Soldat, Richter, Bahn, Kraftfahrer, Autor",0.6500331003294103
Einkünfte,"Form, Schild, Roman, Hochkulturschema, Trivialschema, Rahmen, Geschichte, Welt, Bezug, Bahn",0.6494252774450514
Erwerben,"Form, Schild, Roman, Hochkulturschema, Trivialschema, Rahmen, Geschichte, Welt, Bezug, Bahn",0.6494252774450514
Gericht,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Schüler, Reiseführer, Schulbusschild, Schild, Dienstgang, Unterrichtsgang, Lehrkraft, Bürger, Tramp, Anhalter, Schiff, Mensch, Unternehmen, Band, Frau, Soldat, Richter, Kraftfahrer, Autor",0.6490432753437688
Abschnitt,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Form, Vorphase, Anfangphase, Hochphase, Schüler, Regelarbeitszeit, Arbeitszeit, Austauschjahr, Jahr, Wegzeit, Zeit, Arbeitsort, Ort, Reisedauer, Dauer, Reiseführer, Auswärtstätigkeit, Tätigkeit, Arbeit, Ausgabe, Aufenthalt, Schulbusschild, Schild, Science-fiction-roman, Roman, Interesse, Dienstgang, Unterrichtsgang, Hippie-generation, Generation, Betrieb, Lehrkraft, Reiseart, Art, Landschulwoche, Woche, Gastfamilie, Familie, Bürger, Tramp, Land, Deutschland, Anhalter, Teil, Bedeutung, Tag, Zahl, Jahrhundert, Mensch, Arbeitsstätte, Unternehmen, Monat, Österreich, Erholung, Band, Kraftfahrzeug, Verb, Information, Frau, Geschichte, Soldat, August, Welt, Richter, Beginn, Erledigung, Bestimmung, Durchführung, Bahn, Gruppe, Milliarde, Million, Kraftfahrer, Mitnahme, Stelle, Autor",0.6477519583246104
Menge,"Fahrt, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Musterschule, Schule, Außendienst, Dienst, Sicherheit, Arbeitsort, Ort, Tätigkeit, Arbeit, Aufenthalt, Roman, Schulverein, Verein, Organisation, Dienstgang, Unterrichtsgang, Verbindung, Reisegrund, Grund, Betrieb, Vorschuss, Reiseart, Art, Gastfamilie, Familie, Dienstreise, Teil, Transportmittel, Wohnung, Bedeutung, Regelung, Eisenbahn, Rahmen, Schiff, Mensch, Arbeitsstätte, Unternehmen, Verb, Information, Frau, Abenteuer, Soldat, Gesellschaft, Bestimmung, Bezug, Bahn, Gruppe, Verbreitung, Verbrechen",0.6474431387859451
Zeitabschnitt,"Leistung, Arbeitszeit, Jahr, Dienst, Wegzeit, Zeit, Reisedauer, Dauer, Auswärtstätigkeit, Tätigkeit, Erziehungsarbeit, Arbeit, Ausgabe, Roman, Mediumeninteresse, Interesse, Hippie-generation, Generation, Unterhaltungsbetrieb, Betrieb, Ziel, Tag, Jahrhundert, Unternehmen, Monat, Geschichte, Abenteuer, August, Beginn, Erledigung, Durchführung, Richtung, Stelle",0.64641169190578
Gegenstand,"Klasse, Fahrtzweck, Erziehungszweck, Zweck, Leistung, Schulprogramm, Fahrtenprogramm, Programm, Musterschule, Schule, Arbeitszeit, Dienst, Wegzeit, Zeit, Arbeitsort, Ort, Dauer, Weltreiseführer, Reiseführer, Erziehungsarbeit, Arbeit, Betriebsausgabe, Ausgabe, Strandaufenthalt, Aufenthalt, Schulbus, Reiseverkehrsmittel, Verkehrsmittel, Schulbusschild, Schild, Science-fiction-roman, Roman, Verein, Einsatzorganisation, Organisation, Dienstgang, Unterrichtsgang, Reisegrund, Grund, Unterhaltungsbetrieb, Betrieb, Beurteilung, Art, Gastfamilie, Familie, Inselsberg, Berg, Land, Auto, Teil, Transportmittel, Ziel, Wohnung, Autofahrer, Privatwirtschaft, Tag, Eisenbahn, Schiff, Reiseziel, Zahl, Jahrhundert, Mensch, Arbeitsstätte, Monat, Schweiz, Band, Kraftfahrzeug, Verb, Information, Abenteuer, Gesellschaft, August, Thema, Welt, Richter, Erledigung, Dienststelle, Bestandteil, Bestimmung, Bahn, Richtung, Übernachtung, Fahrer, Stelle, Fahrzeug",0.6461573453429933
Wohnung,"Zweck, Musterschule, Schule, Außendienst, Dienst, Schild, Schulverein, Verein, Einsatzorganisation, Organisation, Verbindung, Arbeitsanweisung, Dienstanweisung, Familie, Wohlfahrtsverband, Caritasverband, Dienstreise, Teil, Transportmittel, Privatwirtschaft, Schiff, Schweiz, Information, Welt, Dienststelle, Bestandteil, Bahn",0.6456374949630544
Klasse,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Wagenklasse, Beförderungsklasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Programm, Musterschule, Schule, Klassenfahrt, Außendienst, Dienst, Reisesicherheit, Sicherheit, Zeit, Ort, Reiseführer, Auswärtstätigkeit, Tätigkeit, Arbeit, Schulbusschild, Schild, Science-fiction-roman, Roman, Interesse, Verein, Dienstgang, Unterrichtsgang, Hochkulturschema, Trivialschema, Tramper-bewegung, Hippie-bewegung, Reisegrund, Grund, Betrieb, Arbeitsanweisung, Dienstanweisung, Vorschuss, Reiseart, Art, Gastfamilie, Familie, Berg, Dienstreise, Teil, Wohnung, Bedeutung, Privatwirtschaft, Regelung, Schiff, Mensch, Unternehmen, Schweiz, Verb, Information, Frau, Geschichte, Soldat, Gesellschaft, Welt, Richter, Bestandteil, Bestimmung, Bezug, Durchführung, Bahn, Gruppe, Stelle, Verbreitung, Verbrechen",0.6450424777613908
Bezug,"Klasse, Reiseform, Wiki-form, Form, Arbeitszeit, Schulbusschild, Schild, Science-fiction-roman, Roman, Hochkulturschema, Trivialschema, Begriff, Rahmen, Kraftfahrzeug, Geschichte, Welt, Bahn, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Wiki-form, Form, Dienst, Sicherheit, Schulbus, Reiseverkehrsmittel, Motivation, Bedeutung",0.6444108625358881
Staat,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Land, Deutschland, Europa, Kontinent, Österreich, Schweiz, Band, Asien, Bahn",0.6441133713180368
Teil,"Wagenklasse, Beförderungsklasse, Klasse, Zweck, Form, Schulprogramm, Fahrtenprogramm, Programm, Regelarbeitszeit, Arbeitszeit, Jahr, Außendienst, Dienst, Wegzeit, Zeit, Ort, Reisedauer, Dauer, Weltreiseführer, Reiseführer, Tätigkeit, Schulbusschild, Schild, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Generation, Reisegrund, Grund, Arbeitsanweisung, Dienstanweisung, Gefährdungsbeurteilung, Beurteilung, Reiseart, Art, Woche, Gastfamilie, Familie, Inselsberg, Berg, Dienstreise, Land, Deutschland, Bedeutung, Europa, Privatwirtschaft, Tag, Kontinent, Zahl, Jahrhundert, Mensch, Unternehmen, Monat, Österreich, Schweiz, Band, Verb, Information, Frau, Geschichte, Abenteuer, Gesellschaft, Asien, Welt, Richter, Beginn, Bundesland, Bestandteil, Bestimmung, Bahn, Milliarde, Stelle",0.6436236660051062
Hausflur,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Schüler, Reiseführer, Dienstgang, Unterrichtsgang, Lehrkraft, Bürger, Tramp, Anhalter, Mensch, Unternehmen, Band, Frau, Soldat, Richter, Kraftfahrer, Autor",0.6419330895980668
Laufen,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Schüler, Reiseführer, Dienstgang, Unterrichtsgang, Lehrkraft, Bürger, Tramp, Anhalter, Mensch, Unternehmen, Band, Frau, Soldat, Richter, Kraftfahrer, Autor",0.6419330895980668
Erledigung,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Schüler, Reiseführer, Dienstgang, Unterrichtsgang, Lehrkraft, Bürger, Tramp, Anhalter, Mensch, Unternehmen, Band, Frau, Soldat, Richter, Kraftfahrer, Autor",0.6419330895980668
